Age,Gender,Location,Income,Debt,Owns Home,Profession,Demographics,Platform,Total Time Spent,Video Category,Owns Car
38,Male,Japan,52441,TRUE,TRUE,Students,Rural,YouTube,88,Jokes/Memes,TRUE
23,Female,United States,59129,TRUE,TRUE,Waiting staff,Rural,Facebook,298,Entertainment,TRUE
18,Other,Mexico,82368,TRUE,FALSE,Waiting staff,Urban,YouTube,162,Jokes/Memes,FALSE
22,Female,Pakistan,64760,TRUE,TRUE,Artist,Rural,Instagram,286,Trends,TRUE
58,Other,Pakistan,43478,FALSE,FALSE,Labor/Worker,Urban,Facebook,288,Pranks,FALSE
29,Other,Mexico,91854,TRUE,TRUE,Waiting staff,Urban,Facebook,66,Gaming,TRUE
43,Male,India,32180,FALSE,FALSE,Labor/Worker,Rural,TikTok,195,Gaming,FALSE
63,Male,Vietnam,35372,FALSE,TRUE,Students,Rural,YouTube,102,Life Hacks,TRUE
51,Male,United States,49796,FALSE,FALSE,Labor/Worker,Rural,Instagram,285,Gaming,FALSE
31,Male,India,78272,TRUE,TRUE,Students,Urban,Instagram,167,Entertainment,TRUE
43,Female,India,74040,TRUE,FALSE,Students,Rural,Facebook,284,Trends,FALSE
62,Other,United States,95357,TRUE,TRUE,Labor/Worker,Rural,TikTok,190,Jokes/Memes,TRUE
44,Male,Mexico,91368,TRUE,FALSE,Students,Rural,Facebook,86,Vlogs,FALSE
26,Male,India,98356,TRUE,TRUE,driver,Rural,Facebook,160,Gaming,TRUE
43,Other,Pakistan,36211,FALSE,FALSE,Students,Rural,Facebook,247,Vlogs,FALSE
64,Male,India,25842,FALSE,TRUE,Manager,Urban,Facebook,298,Life Hacks,TRUE
39,Male,Germany,83115,TRUE,FALSE,Engineer,Rural,Instagram,240,Vlogs,FALSE
64,Male,Japan,86852,TRUE,TRUE,Labor/Worker,Rural,Instagram,27,Gaming,TRUE
47,Female,Pakistan,65968,TRUE,FALSE,Students,Urban,Facebook,82,Entertainment,FALSE
60,Male,United States,37508,FALSE,TRUE,Students,Rural,Facebook,198,Vlogs,TRUE
34,Other,Barzil,42005,FALSE,TRUE,Students,Rural,TikTok,26,Vlogs,TRUE
43,Other,Germany,74575,TRUE,TRUE,Students,Rural,Facebook,28,Trends,TRUE
53,Other,Germany,38971,FALSE,TRUE,Waiting staff,Rural,Instagram,228,Entertainment,TRUE
18,Female,India,45599,FALSE,FALSE,Waiting staff,Rural,YouTube,129,Trends,FALSE
25,Female,Japan,86914,TRUE,TRUE,Waiting staff,Rural,Instagram,110,ASMR,TRUE
52,Male,Philippines,87055,TRUE,FALSE,Teacher,Rural,TikTok,43,Vlogs,FALSE
32,Female,Japan,25355,FALSE,TRUE,Artist,Rural,Instagram,93,Vlogs,TRUE
64,Female,United States,74120,TRUE,FALSE,Students,Rural,YouTube,205,Jokes/Memes,FALSE
39,Female,United States,94619,TRUE,TRUE,Manager,Rural,Facebook,211,Vlogs,TRUE
31,Male,Indonesia,58342,TRUE,FALSE,Waiting staff,Rural,YouTube,20,Gaming,FALSE
43,Female,Pakistan,98860,TRUE,TRUE,Waiting staff,Rural,Facebook,227,Pranks,TRUE
45,Male,Pakistan,22257,FALSE,FALSE,Waiting staff,Urban,Facebook,262,ASMR,FALSE
40,Male,Pakistan,47364,FALSE,TRUE,Waiting staff,Urban,Instagram,231,ASMR,TRUE
31,Male,Indonesia,44972,FALSE,FALSE,Labor/Worker,Rural,Instagram,89,Jokes/Memes,FALSE
41,Male,Vietnam,46654,FALSE,TRUE,Waiting staff,Rural,Instagram,16,Jokes/Memes,TRUE
19,Other,India,49320,FALSE,FALSE,Waiting staff,Rural,TikTok,281,Life Hacks,FALSE
62,Male,Japan,40808,FALSE,TRUE,Engineer,Urban,Instagram,236,Pranks,TRUE
43,Male,India,72389,TRUE,FALSE,Engineer,Urban,TikTok,25,Trends,FALSE
31,Female,United States,54773,TRUE,TRUE,Cashier,Urban,Instagram,21,Gaming,TRUE
24,Female,Japan,71168,TRUE,FALSE,Labor/Worker,Rural,Facebook,250,Trends,FALSE
20,Other,United States,47747,FALSE,TRUE,Waiting staff,Rural,TikTok,30,Life Hacks,TRUE
64,Female,Germany,96396,TRUE,TRUE,Waiting staff,Urban,YouTube,187,ASMR,TRUE
40,Other,India,77505,TRUE,TRUE,Teacher,Rural,TikTok,237,Jokes/Memes,TRUE
63,Female,Barzil,38135,FALSE,TRUE,Labor/Worker,Urban,TikTok,282,Trends,TRUE
60,Other,Indonesia,67377,TRUE,FALSE,Artist,Rural,YouTube,297,Comedy,FALSE
64,Female,Mexico,43554,FALSE,TRUE,Waiting staff,Rural,TikTok,143,Jokes/Memes,TRUE
62,Female,India,82491,TRUE,FALSE,Labor/Worker,Rural,Facebook,292,Pranks,FALSE
35,Female,United States,75621,TRUE,TRUE,Labor/Worker,Rural,Instagram,162,Life Hacks,TRUE
55,Female,Pakistan,78283,TRUE,FALSE,Waiting staff,Rural,YouTube,75,Pranks,FALSE
52,Female,United States,36923,FALSE,TRUE,Cashier,Rural,Instagram,146,Pranks,TRUE
32,Male,Philippines,67591,TRUE,FALSE,Waiting staff,Rural,Facebook,101,Life Hacks,FALSE
42,Male,United States,82261,TRUE,TRUE,Manager,Rural,YouTube,268,Trends,TRUE
54,Male,United States,74336,TRUE,FALSE,Students,Rural,Instagram,112,Life Hacks,FALSE
45,Male,Pakistan,94083,TRUE,TRUE,Waiting staff,Rural,Instagram,64,Jokes/Memes,TRUE
27,Male,Mexico,80948,TRUE,FALSE,Manager,Rural,Facebook,266,Gaming,FALSE
56,Other,Indonesia,53002,TRUE,TRUE,Labor/Worker,Rural,Instagram,110,Comedy,TRUE
34,Male,India,93016,TRUE,FALSE,Manager,Rural,Facebook,207,Jokes/Memes,FALSE
56,Other,Pakistan,46672,FALSE,TRUE,driver,Rural,TikTok,235,ASMR,TRUE
39,Male,United States,24213,FALSE,FALSE,Cashier,Rural,Facebook,246,Jokes/Memes,FALSE
43,Male,Indonesia,30293,FALSE,TRUE,Students,Rural,TikTok,35,Life Hacks,TRUE
61,Female,United States,75860,TRUE,FALSE,Students,Rural,YouTube,130,Gaming,FALSE
42,Female,Indonesia,82507,TRUE,TRUE,Engineer,Rural,Instagram,191,Trends,TRUE
34,Female,Mexico,77134,TRUE,TRUE,Engineer,Rural,Facebook,208,ASMR,TRUE
30,Female,Barzil,22100,FALSE,TRUE,Labor/Worker,Rural,Facebook,264,Vlogs,TRUE
37,Other,United States,81997,TRUE,TRUE,Artist,Urban,Instagram,131,Jokes/Memes,TRUE
42,Female,Pakistan,48172,FALSE,FALSE,Waiting staff,Rural,Instagram,40,Life Hacks,FALSE
21,Other,Indonesia,40132,FALSE,TRUE,Artist,Rural,YouTube,294,Jokes/Memes,TRUE
27,Male,United States,38199,FALSE,FALSE,Students,Urban,YouTube,115,Life Hacks,FALSE
20,Male,Vietnam,56609,TRUE,TRUE,Waiting staff,Rural,Facebook,233,Vlogs,TRUE
58,Female,Japan,62965,TRUE,FALSE,Manager,Rural,YouTube,282,Life Hacks,FALSE
62,Female,Philippines,28016,FALSE,TRUE,Labor/Worker,Rural,TikTok,241,Trends,TRUE
35,Other,United States,59779,TRUE,FALSE,Waiting staff,Urban,YouTube,265,Vlogs,FALSE
64,Female,India,51881,TRUE,TRUE,Waiting staff,Urban,YouTube,33,Trends,TRUE
53,Other,Barzil,44472,FALSE,FALSE,Students,Rural,Facebook,118,Entertainment,FALSE
64,Female,Barzil,71813,TRUE,TRUE,Labor/Worker,Rural,TikTok,200,Life Hacks,TRUE
39,Male,United States,56021,TRUE,FALSE,Labor/Worker,Urban,YouTube,34,Life Hacks,FALSE
51,Male,Philippines,74131,TRUE,TRUE,Waiting staff,Rural,TikTok,196,Pranks,TRUE
64,Female,India,44087,FALSE,FALSE,Students,Rural,TikTok,297,Jokes/Memes,FALSE
25,Female,Mexico,32828,FALSE,TRUE,Waiting staff,Rural,TikTok,125,Jokes/Memes,TRUE
57,Other,United States,81610,TRUE,FALSE,driver,Rural,Instagram,46,Pranks,FALSE
61,Male,Pakistan,21401,FALSE,TRUE,Artist,Rural,Instagram,291,Entertainment,TRUE
36,Female,Barzil,35193,FALSE,FALSE,Labor/Worker,Rural,Instagram,146,Jokes/Memes,FALSE
59,Other,United States,64864,TRUE,TRUE,Waiting staff,Rural,Instagram,236,Trends,TRUE
58,Female,United States,40307,FALSE,TRUE,Teacher,Rural,Facebook,191,Life Hacks,TRUE
54,Female,Mexico,39611,FALSE,TRUE,Waiting staff,Rural,YouTube,95,Life Hacks,TRUE
23,Male,Mexico,63791,TRUE,TRUE,driver,Rural,Instagram,62,Jokes/Memes,TRUE
43,Male,India,31950,FALSE,FALSE,Waiting staff,Rural,Facebook,244,Gaming,FALSE
51,Male,India,96240,TRUE,TRUE,Labor/Worker,Rural,YouTube,276,Jokes/Memes,TRUE
62,Male,India,97403,TRUE,FALSE,Students,Rural,Instagram,296,Jokes/Memes,FALSE
23,Female,Vietnam,22745,FALSE,TRUE,Students,Rural,YouTube,109,Life Hacks,TRUE
54,Male,Vietnam,75243,TRUE,FALSE,Labor/Worker,Urban,Instagram,96,Jokes/Memes,FALSE
50,Other,India,23866,FALSE,TRUE,Labor/Worker,Rural,Facebook,24,Pranks,TRUE
39,Female,India,52245,TRUE,FALSE,Students,Urban,TikTok,110,Gaming,FALSE
38,Male,India,64724,TRUE,TRUE,driver,Urban,TikTok,174,Jokes/Memes,TRUE
23,Male,Indonesia,91354,TRUE,FALSE,Students,Rural,YouTube,38,Jokes/Memes,FALSE
23,Male,Mexico,71374,TRUE,TRUE,Labor/Worker,Rural,Facebook,123,Trends,TRUE
21,Male,Philippines,50116,TRUE,FALSE,Labor/Worker,Rural,TikTok,116,Pranks,FALSE
47,Female,Vietnam,40447,FALSE,TRUE,Waiting staff,Rural,Instagram,139,Vlogs,TRUE
28,Female,Pakistan,50431,TRUE,FALSE,Labor/Worker,Rural,TikTok,93,ASMR,FALSE
47,Other,Indonesia,37908,FALSE,TRUE,Labor/Worker,Rural,YouTube,280,ASMR,TRUE
48,Female,United States,49336,FALSE,FALSE,Manager,Rural,YouTube,253,ASMR,FALSE
41,Male,United States,60992,TRUE,TRUE,Cashier,Urban,Facebook,223,ASMR,TRUE
26,Other,India,75350,TRUE,FALSE,Labor/Worker,Rural,YouTube,175,Life Hacks,FALSE
20,Male,Philippines,89561,TRUE,TRUE,Manager,Rural,TikTok,288,Gaming,TRUE
48,Male,United States,71955,TRUE,TRUE,Cashier,Rural,TikTok,68,Life Hacks,TRUE
57,Male,Barzil,81240,TRUE,TRUE,Artist,Rural,TikTok,99,Pranks,TRUE
54,Male,India,40093,FALSE,TRUE,driver,Rural,TikTok,203,Pranks,TRUE
53,Female,Barzil,26155,FALSE,FALSE,driver,Urban,Facebook,132,Trends,FALSE
41,Female,India,66607,TRUE,TRUE,driver,Rural,Instagram,145,Comedy,TRUE
48,Male,India,53487,TRUE,FALSE,Teacher,Rural,Instagram,148,Entertainment,FALSE
23,Male,United States,75668,TRUE,TRUE,Cashier,Rural,Facebook,238,Vlogs,TRUE
19,Male,India,40963,FALSE,FALSE,Cashier,Rural,YouTube,283,Pranks,FALSE
37,Male,Germany,70124,TRUE,TRUE,Artist,Urban,Instagram,59,Jokes/Memes,TRUE
45,Other,Vietnam,72870,TRUE,FALSE,Labor/Worker,Rural,YouTube,127,Vlogs,FALSE
28,Male,Germany,76547,TRUE,TRUE,driver,Urban,Instagram,211,Life Hacks,TRUE
21,Female,Germany,84110,TRUE,FALSE,Manager,Rural,YouTube,200,Life Hacks,FALSE
32,Male,Japan,73554,TRUE,TRUE,Students,Rural,Facebook,190,Pranks,TRUE
23,Other,Vietnam,40936,FALSE,FALSE,Students,Urban,TikTok,87,Trends,FALSE
47,Male,Indonesia,24426,FALSE,TRUE,Waiting staff,Rural,YouTube,84,Gaming,TRUE
55,Female,Philippines,47606,FALSE,FALSE,Students,Rural,TikTok,290,Entertainment,FALSE
19,Male,India,67832,TRUE,TRUE,Students,Rural,YouTube,30,Gaming,TRUE
32,Female,India,48151,FALSE,FALSE,driver,Rural,YouTube,180,ASMR,FALSE
28,Male,Indonesia,99303,TRUE,TRUE,Students,Rural,YouTube,24,Life Hacks,TRUE
25,Female,United States,31308,FALSE,FALSE,Waiting staff,Rural,YouTube,220,Gaming,FALSE
43,Female,United States,82522,TRUE,TRUE,Students,Urban,YouTube,57,Entertainment,TRUE
62,Female,Germany,65671,TRUE,TRUE,Students,Rural,TikTok,95,Gaming,TRUE
61,Other,Indonesia,22204,FALSE,TRUE,Artist,Rural,YouTube,158,Entertainment,TRUE
22,Female,Vietnam,51131,TRUE,TRUE,driver,Rural,TikTok,197,Jokes/Memes,TRUE
23,Female,Germany,72428,TRUE,FALSE,Teacher,Urban,Facebook,160,Jokes/Memes,FALSE
43,Female,Barzil,53870,TRUE,TRUE,Students,Rural,Instagram,150,Vlogs,TRUE
21,Male,Japan,69067,TRUE,FALSE,Engineer,Rural,YouTube,78,ASMR,FALSE
36,Male,Pakistan,78585,TRUE,TRUE,Students,Rural,Instagram,269,Entertainment,TRUE
37,Male,United States,41607,FALSE,FALSE,driver,Rural,TikTok,18,Pranks,FALSE
50,Female,Japan,44968,FALSE,TRUE,Waiting staff,Rural,Facebook,130,Jokes/Memes,TRUE
37,Female,United States,31908,FALSE,FALSE,Labor/Worker,Rural,Facebook,110,Gaming,FALSE
29,Male,Philippines,46423,FALSE,TRUE,driver,Rural,Facebook,158,Gaming,TRUE
64,Female,Pakistan,94707,TRUE,FALSE,Labor/Worker,Rural,Instagram,155,Life Hacks,FALSE
18,Female,India,98257,TRUE,TRUE,Students,Urban,TikTok,252,Life Hacks,TRUE
43,Female,India,81215,TRUE,FALSE,Labor/Worker,Rural,YouTube,250,ASMR,FALSE
31,Female,Philippines,75835,TRUE,TRUE,Students,Rural,YouTube,52,Gaming,TRUE
55,Female,Germany,69429,TRUE,FALSE,Students,Rural,TikTok,104,Trends,FALSE
54,Other,India,58458,TRUE,TRUE,driver,Rural,Instagram,235,Jokes/Memes,TRUE
28,Female,Indonesia,66169,TRUE,FALSE,Artist,Urban,YouTube,15,Life Hacks,FALSE
53,Male,Philippines,27659,FALSE,TRUE,Labor/Worker,Urban,TikTok,223,Vlogs,TRUE
30,Male,Indonesia,80614,TRUE,FALSE,Labor/Worker,Rural,YouTube,215,Trends,FALSE
60,Female,India,97240,TRUE,TRUE,Labor/Worker,Urban,Facebook,76,Jokes/Memes,TRUE
20,Other,Germany,52793,TRUE,TRUE,Artist,Urban,YouTube,109,Vlogs,TRUE
50,Male,Philippines,66473,TRUE,TRUE,Teacher,Rural,Instagram,21,Life Hacks,TRUE
23,Female,India,75751,TRUE,TRUE,Students,Urban,TikTok,246,ASMR,TRUE
27,Male,United States,98915,TRUE,FALSE,Waiting staff,Urban,Instagram,267,Jokes/Memes,FALSE
22,Male,India,74254,TRUE,TRUE,Students,Rural,TikTok,144,Gaming,TRUE
40,Female,Pakistan,27006,FALSE,FALSE,Waiting staff,Urban,Facebook,231,Life Hacks,FALSE
27,Male,India,94218,TRUE,TRUE,Waiting staff,Rural,TikTok,165,Pranks,TRUE
61,Male,Pakistan,85344,TRUE,FALSE,Students,Urban,YouTube,151,Life Hacks,FALSE
19,Male,India,53840,TRUE,TRUE,driver,Urban,YouTube,167,Pranks,TRUE
